rel_ID,:START_ID,:END_ID,:TYPE,description,relationship_type
r_0583eac9,d_4e78317d,n_21d5df98,CONTAINS,The CodeStructure domain contains MazeFactory,hierarchical
r_c7373f3a,d_4e78317d,n_5b218ceb,CONTAINS,The CodeStructure domain contains EnchantedMazeFactory,hierarchical
r_1c99cb3e,d_4e78317d,n_15d89f2a,CONTAINS,The CodeStructure domain contains BombedMazeFactory,hierarchical
r_ee6f3342,d_4e78317d,n_c28cd212,CONTAINS,The CodeStructure domain contains RoomWithABomb,hierarchical
r_ec660cf9,d_4e78317d,n_d47dc9c1,CONTAINS,The CodeStructure domain contains BombedWall,hierarchical
r_03c0112c,d_4e78317d,n_ed65b1c6,CONTAINS,The CodeStructure domain contains MazeBuilder Interface,hierarchical
r_f4495f93,d_4e78317d,n_752d397a,CONTAINS,The CodeStructure domain contains MazeGame::CreateMaze,hierarchical
r_91d34de0,d_4e78317d,n_bd4ac19c,CONTAINS,The CodeStructure domain contains TextConverter,hierarchical
r_ecb476fd,d_4e78317d,n_d52fabe8,CONTAINS,The CodeStructure domain contains RTFReader,hierarchical
r_405b7ce5,d_4e78317d,n_91c79611,CONTAINS,The CodeStructure domain contains ASCIIConverter,hierarchical
r_d52a7d0d,d_4e78317d,n_e1b7c3f9,CONTAINS,The CodeStructure domain contains TeXConverter,hierarchical
r_167be76a,d_4e78317d,n_f6fd21a5,CONTAINS,The CodeStructure domain contains TextWidgetConverter,hierarchical
r_d02c7a84,d_4e78317d,n_09453598,CONTAINS,The CodeStructure domain contains Document,hierarchical
r_dde25d55,d_4e78317d,n_87570424,CONTAINS,The CodeStructure domain contains ConcreteProduct,hierarchical
r_86bbddbc,d_4e78317d,n_36bc74ff,CONTAINS,The CodeStructure domain contains CountingMazeBuilder,hierarchical
r_6a1a57d2,d_4e78317d,n_26a0bbf8,CONTAINS,The CodeStructure domain contains MazeBuilder,hierarchical
r_d28a41f5,d_4e78317d,n_899d54f3,CONTAINS,The CodeStructure domain contains MazeGame,hierarchical
r_99c4cebf,d_4e78317d,n_ef737d22,CONTAINS,The CodeStructure domain contains Instance Operation,hierarchical
r_ed7a73a8,d_4e78317d,n_7c5ba892,CONTAINS,The CodeStructure domain contains Director,hierarchical
r_95827907,d_4e78317d,n_17ed0444,CONTAINS,The CodeStructure domain contains ConcreteCreator,hierarchical
r_af573154,d_4e78317d,n_5a76f49b,CONTAINS,The CodeStructure domain contains Manipulator,hierarchical
r_09e6ef82,d_4e78317d,n_417df7c6,CONTAINS,The CodeStructure domain contains GraphicTool,hierarchical
r_22dff630,d_4e78317d,n_aabf4342,CONTAINS,The CodeStructure domain contains Graphic,hierarchical
r_3380b18b,d_4e78317d,n_60685457,CONTAINS,The CodeStructure domain contains MusicalNote,hierarchical
r_fd1bcca2,d_4e78317d,n_40ac2639,CONTAINS,The CodeStructure domain contains Composite Circuit Object,hierarchical
r_6db3fdf9,d_4e78317d,n_a314319c,CONTAINS,The CodeStructure domain contains NameSingletonPair,hierarchical
r_2e51b8bc,d_4e78317d,n_3af46ed7,CONTAINS,The CodeStructure domain contains MazePrototypeFactory,hierarchical
r_df7fe574,d_4e78317d,n_731b0b2b,CONTAINS,The CodeStructure domain contains Initialize Operation,hierarchical
r_6cc3951f,d_4e78317d,n_ef1d00d8,CONTAINS,The CodeStructure domain contains Creator,hierarchical
r_b8c816ca,d_4e78317d,n_8c07a173,CONTAINS,The CodeStructure domain contains StandardCreator,hierarchical
r_db6c4fd0,d_4e78317d,n_27421bbb,CONTAINS,The CodeStructure domain contains BombedMazeGame,hierarchical
r_35b80d26,d_4e78317d,n_10078525,CONTAINS,The CodeStructure domain contains EnchantedMazeGame,hierarchical
r_24fe09f9,d_4e78317d,n_55d2e90d,CONTAINS,The CodeStructure domain contains TreeDisplay Widget,hierarchical
r_cd4a9ff5,d_4e78317d,n_c7ddc6ae,CONTAINS,The CodeStructure domain contains TextShape,hierarchical
r_90545a83,d_4e78317d,n_880c1273,CONTAINS,The CodeStructure domain contains Shape,hierarchical
r_db45c0f1,d_4e78317d,n_622dc6e7,CONTAINS,The CodeStructure domain contains TextView,hierarchical
r_66105a61,d_4e78317d,n_33bfe718,CONTAINS,The CodeStructure domain contains LineShape,hierarchical
r_18106dc0,d_4e78317d,n_6bc33dd1,CONTAINS,The CodeStructure domain contains PolygonShape,hierarchical
r_29aabe99,d_4e78317d,n_3d0cb1d0,CONTAINS,The CodeStructure domain contains TreeAccessorDelegate,hierarchical
r_94a1d799,d_4e78317d,n_bf2ded8e,CONTAINS,The CodeStructure domain contains DirectoryBrowser,hierarchical
r_9ac3e829,d_4e78317d,n_d7661342,CONTAINS,The CodeStructure domain contains Window Interface,hierarchical
r_77faf853,d_4e78317d,n_a177deb0,CONTAINS,The CodeStructure domain contains Window Implementation,hierarchical
r_263f69ff,d_4e78317d,n_b30143c6,CONTAINS,The CodeStructure domain contains XWindowImp,hierarchical
r_6ba688aa,d_4e78317d,n_af0b97de,CONTAINS,The CodeStructure domain contains IconWindow,hierarchical
r_2b5e4d01,d_4e78317d,n_1abcfd73,CONTAINS,The CodeStructure domain contains TransientWindow,hierarchical
r_ac4bd16a,d_4e78317d,n_b589d14a,CONTAINS,The CodeStructure domain contains TextManipulator,hierarchical
r_25a35b10,d_4e78317d,n_8a039519,CONTAINS,The CodeStructure domain contains Interactor,hierarchical
r_961d1871,d_4e78317d,n_f28cc7f9,CONTAINS,The CodeStructure domain contains GraphicsFactories,hierarchical
r_50c17a8a,d_4e78317d,n_1f617a11,CONTAINS,The CodeStructure domain contains Refined Abstraction,hierarchical
r_206d2426,d_4e78317d,n_cbd471cf,CONTAINS,The CodeStructure domain contains Implementor,hierarchical
r_877b5bbd,d_4e78317d,n_1a04193b,CONTAINS,The CodeStructure domain contains Concrete Implementor,hierarchical
r_e99d8a68,d_4e78317d,n_ec49c382,CONTAINS,The CodeStructure domain contains WindowImp,hierarchical
r_e9b89a54,d_4e78317d,n_3de028a2,CONTAINS,The CodeStructure domain contains ApplicationWindow,hierarchical
r_74dc9b0e,d_4e78317d,n_01b311a2,CONTAINS,The CodeStructure domain contains Equipment Class,hierarchical
r_6af487d8,d_4e78317d,n_eac619c9,CONTAINS,The CodeStructure domain contains CompositeEquipment Class,hierarchical
r_e6b44648,d_4e78317d,n_de310d8f,CONTAINS,The CodeStructure domain contains FloppyDisk Class,hierarchical
r_cf594de2,d_4e78317d,n_6d89de7c,CONTAINS,The CodeStructure domain contains Iterator Interface,hierarchical
r_70bdf80c,d_4e78317d,n_5e03ecfc,CONTAINS,The CodeStructure domain contains VisualComponent,hierarchical
r_c87a851b,d_4e78317d,n_8ae5811b,CONTAINS,The CodeStructure domain contains Picture,hierarchical
r_10e15a2b,d_4e78317d,n_4803e6b9,CONTAINS,The CodeStructure domain contains Line,hierarchical
r_412d87c0,d_4e78317d,n_9dffbf69,CONTAINS,The CodeStructure domain contains Text,hierarchical
r_5e4c527f,d_4e78317d,n_c3b5e1f7,CONTAINS,The CodeStructure domain contains Leaf,hierarchical
r_5b1805f4,d_4e78317d,n_0b7d9835,CONTAINS,The CodeStructure domain contains Component Class,hierarchical
r_9ec49c75,d_4e78317d,n_f9d92bec,CONTAINS,The CodeStructure domain contains Composite Class,hierarchical
r_ca4fd653,d_4e78317d,n_bf4320c5,CONTAINS,The CodeStructure domain contains Leaf Class,hierarchical
r_e4ef13aa,d_4e78317d,n_9253415d,CONTAINS,The CodeStructure domain contains GetComposite Operation,hierarchical
r_7ba99e60,d_4e78317d,n_9781fe0d,CONTAINS,The CodeStructure domain contains Abstract Decorator Class,hierarchical
r_64d59732,d_4e78317d,n_9ace8826,CONTAINS,The CodeStructure domain contains Behavior Object,hierarchical
r_f48fccf4,d_4e78317d,n_71354bc4,CONTAINS,The CodeStructure domain contains BytecodeStream,hierarchical
r_8c177780,d_4e78317d,n_fc348a9a,CONTAINS,The CodeStructure domain contains Bytecode,hierarchical
r_a99f0f06,d_4e78317d,n_459a6f79,CONTAINS,The CodeStructure domain contains Token,hierarchical
r_5a68826c,d_4e78317d,n_948505fb,CONTAINS,The CodeStructure domain contains Scanner,hierarchical
r_f146db12,d_4e78317d,n_e8656f9d,CONTAINS,The CodeStructure domain contains FileStream,hierarchical
r_24098317,d_4e78317d,n_d7fe04e3,CONTAINS,The CodeStructure domain contains MemoryStream,hierarchical
r_e2c5b2b2,d_4e78317d,n_8a1175b2,CONTAINS,The CodeStructure domain contains StreamDecorator,hierarchical
r_11bc62e3,d_4e78317d,n_de0768e0,CONTAINS,The CodeStructure domain contains CompressingStream,hierarchical
r_a39234cc,d_4e78317d,n_a0ebff15,CONTAINS,The CodeStructure domain contains ASCII7Stream,hierarchical
r_32f2a311,d_4e78317d,n_c16c48ec,CONTAINS,The CodeStructure domain contains ProgramNode,hierarchical
r_a8350aa9,d_4e78317d,n_e5b77d39,CONTAINS,The CodeStructure domain contains ProgramNodeBuilder,hierarchical
r_6896b11a,d_4e78317d,n_5861485f,CONTAINS,The CodeStructure domain contains Intrinsic State,hierarchical
r_49eaa4d2,d_4e78317d,n_71aa36ff,CONTAINS,The CodeStructure domain contains Extrinsic State,hierarchical
r_b7a44f17,d_4e78317d,n_be53a054,CONTAINS,The CodeStructure domain contains Image,hierarchical
r_9368a48a,d_4e78317d,n_0b5909f1,CONTAINS,The CodeStructure domain contains ImageProxy,hierarchical
r_34e6f4ec,d_4e78317d,n_f2df9204,CONTAINS,The CodeStructure domain contains FlyweightFactory,hierarchical
r_1662fd5a,d_4e78317d,n_e2920bb1,CONTAINS,The CodeStructure domain contains GlyphFactory,hierarchical
r_714c8320,d_4e78317d,n_9b663b3e,CONTAINS,The CodeStructure domain contains GlyphContext,hierarchical
r_3ec09817,d_4e78317d,n_6103fd48,CONTAINS,The CodeStructure domain contains BTree,hierarchical
r_52c222e2,d_4e78317d,n_3235f12e,CONTAINS,The CodeStructure domain contains NXProxy,hierarchical
r_d8bf523a,d_4e78317d,n_3d6c1eb6,CONTAINS,The CodeStructure domain contains ConcreteComponent,hierarchical
r_eaeffbd1,d_4e78317d,n_91ad242f,CONTAINS,The CodeStructure domain contains ConcreteHandler,hierarchical
r_e94ab83a,d_4e78317d,n_13617ba7,CONTAINS,The CodeStructure domain contains HelpHandler,hierarchical
r_0efec7cd,d_4e78317d,n_8c066c64,CONTAINS,The CodeStructure domain contains PrintDialog,hierarchical
r_31c76ed0,d_4e78317d,n_7004a843,CONTAINS,The CodeStructure domain contains PrintButton,hierarchical
r_a3f4dcb2,d_4e78317d,n_c69a985d,CONTAINS,The CodeStructure domain contains Command Interface,hierarchical
r_d456189b,d_4e78317d,n_af736313,CONTAINS,The CodeStructure domain contains ConcreteCommand,hierarchical
r_fc41fb78,d_4e78317d,n_d2ab4283,CONTAINS,The CodeStructure domain contains Dialog,hierarchical
r_87a10d4a,d_4e78317d,n_ebd9bec4,CONTAINS,The CodeStructure domain contains Layout,hierarchical
r_9ba150ae,d_4e78317d,n_4f2fac7b,CONTAINS,The CodeStructure domain contains Look,hierarchical
r_643cc98d,d_4e78317d,n_f4bd3a60,CONTAINS,The CodeStructure domain contains RegularExpression,hierarchical
r_006fe18c,d_4e78317d,n_63715ff0,CONTAINS,The CodeStructure domain contains LiteralExpression,hierarchical
r_f33d2b6b,d_4e78317d,n_f422d800,CONTAINS,The CodeStructure domain contains AlternationExpression,hierarchical
r_4b66b1b8,d_4e78317d,n_b3d59601,CONTAINS,The CodeStructure domain contains SequenceExpression,hierarchical
r_92851a8e,d_4e78317d,n_36ab82ee,CONTAINS,The CodeStructure domain contains RepetitionExpression,hierarchical
r_f5b9f11d,d_4e78317d,n_926222be,CONTAINS,The CodeStructure domain contains AbstractExpression,hierarchical
r_9db59898,d_4e78317d,n_76f0509a,CONTAINS,The CodeStructure domain contains TerminalExpression,hierarchical
r_44754b4d,d_4e78317d,n_44ec55eb,CONTAINS,The CodeStructure domain contains NonterminalExpression,hierarchical
r_a7215567,d_4e78317d,n_3c595942,CONTAINS,The CodeStructure domain contains Application Class,hierarchical
r_dd8023c8,d_4e78317d,n_52f1f275,CONTAINS,The CodeStructure domain contains Document Object,hierarchical
r_4ba0d05e,d_4e78317d,n_1976d7f7,CONTAINS,The CodeStructure domain contains Column,hierarchical
r_6daca63c,d_4e78317d,n_6b572a29,CONTAINS,The CodeStructure domain contains ImagePtr,hierarchical
r_115ea9e0,d_4e78317d,n_269278f4,CONTAINS,The CodeStructure domain contains LoadImage,hierarchical
r_da225280,d_4e78317d,n_b7d42030,CONTAINS,The CodeStructure domain contains BooleanExpressionSystem,hierarchical
r_84af25cb,d_4e78317d,n_6dc29166,CONTAINS,The CodeStructure domain contains RISCCodeGenerator,hierarchical
r_d5f0fa9c,d_4e78317d,n_b02b199e,CONTAINS,The CodeStructure domain contains ProgrammingEnvironment,hierarchical
r_8d5efbe2,d_4e78317d,n_aa272a3b,CONTAINS,The CodeStructure domain contains AndExp,hierarchical
r_f3769513,d_4e78317d,n_f0e4c32f,CONTAINS,The CodeStructure domain contains VariableExp,hierarchical
r_70d00492,d_4e78317d,n_7470654b,CONTAINS,The CodeStructure domain contains OrExp,hierarchical
r_efee225f,d_4e78317d,n_7a5b1e24,CONTAINS,The CodeStructure domain contains NotExp,hierarchical
r_aef1e492,d_4e78317d,n_9708bb63,CONTAINS,The CodeStructure domain contains BooleanExp,hierarchical
r_2b228da3,d_4e78317d,n_7f5db4a6,CONTAINS,The CodeStructure domain contains match operation,hierarchical
r_88ae8897,d_4e78317d,n_619df0c3,CONTAINS,The CodeStructure domain contains AbstractList,hierarchical
r_e3b0e5fe,d_4e78317d,n_24b210e4,CONTAINS,The CodeStructure domain contains AbstractIterator,hierarchical
r_1146c83e,d_4e78317d,n_5bddf453,CONTAINS,The CodeStructure domain contains FilteringListIterator,hierarchical
r_700ed084,d_4e78317d,n_c8675fa7,CONTAINS,The CodeStructure domain contains SkipList,hierarchical
r_073313b2,d_4e78317d,n_16091124,CONTAINS,The CodeStructure domain contains ReverseListIterator,hierarchical
r_5f46fa89,d_4e78317d,n_9185eb38,CONTAINS,The CodeStructure domain contains Dialog Box,hierarchical
r_f4a25773,d_4e78317d,n_46451728,CONTAINS,The CodeStructure domain contains FontDialogDirector,hierarchical
r_93db7a76,d_4e78317d,n_2d1bc277,CONTAINS,The CodeStructure domain contains SolverState,hierarchical
r_5f25773a,d_4e78317d,n_e3d5f93c,CONTAINS,The CodeStructure domain contains ConstraintSolver,hierarchical
r_48b46bc0,d_4e78317d,n_1d5d9f64,CONTAINS,The CodeStructure domain contains Friend Class,hierarchical
r_2b81edba,d_4e78317d,n_be0d5602,CONTAINS,The CodeStructure domain contains IteratorPtr,hierarchical
r_d49da66c,d_4e78317d,n_c63fbf09,CONTAINS,The CodeStructure domain contains DialogDirector,hierarchical
r_1d76b225,d_4e78317d,n_a0270328,CONTAINS,The CodeStructure domain contains ListBox,hierarchical
r_ded0883f,d_4e78317d,n_d11c3bcc,CONTAINS,The CodeStructure domain contains EntryField,hierarchical
r_8c1beca7,d_4e78317d,n_4069d3c8,CONTAINS,The CodeStructure domain contains MoveCommand,hierarchical
r_4ac89a3f,d_4e78317d,n_fb03fce4,CONTAINS,The CodeStructure domain contains ConstraintSolverMemento,hierarchical
r_3abd604c,d_4e78317d,n_c7892ebb,CONTAINS,The CodeStructure domain contains Subject,hierarchical
r_ade71a69,d_4e78317d,n_8d5ce15a,CONTAINS,The CodeStructure domain contains ListPane,hierarchical
r_9e33858b,d_4e78317d,n_48a9d8f9,CONTAINS,The CodeStructure domain contains ChangeManager,hierarchical
r_779b8e4e,d_4e78317d,n_ca8046be,CONTAINS,The CodeStructure domain contains CSolver,hierarchical
r_22fad242,d_4e78317d,n_ac2c3417,CONTAINS,The CodeStructure domain contains ConcreteSubject,hierarchical
r_e61f9ac4,d_4e78317d,n_d15b505c,CONTAINS,The CodeStructure domain contains Collection,hierarchical
r_1fa526af,d_4e78317d,n_0e9c97e8,CONTAINS,The CodeStructure domain contains IterationState,hierarchical
r_1f0f1b07,d_4e78317d,n_29a39222,CONTAINS,The CodeStructure domain contains ItemType,hierarchical
r_105d11d0,d_4e78317d,n_79a856e0,CONTAINS,The CodeStructure domain contains ClockTimer,hierarchical
r_14386f67,d_4e78317d,n_c1564542,CONTAINS,The CodeStructure domain contains DigitalClock,hierarchical
r_5a3fe63e,d_4e78317d,n_f20cb111,CONTAINS,The CodeStructure domain contains Aspects,hierarchical
r_56d7b63b,d_4e78317d,n_06becfff,CONTAINS,The CodeStructure domain contains TCPConnection,hierarchical
r_c8db25d3,d_4e78317d,n_26bd6603,CONTAINS,The CodeStructure domain contains TCPState,hierarchical
r_c13351c6,d_4e78317d,n_c0653762,CONTAINS,The CodeStructure domain contains TCPEstablished,hierarchical
r_ca860da5,d_4e78317d,n_867c4d84,CONTAINS,The CodeStructure domain contains TCPClosed,hierarchical
r_1fb8de72,d_4e78317d,n_943d5a4d,CONTAINS,The CodeStructure domain contains TCPListen,hierarchical
r_c642871f,d_4e78317d,n_1da583af,CONTAINS,The CodeStructure domain contains Document Class,hierarchical
r_3de956a3,d_4e78317d,n_fc14b57f,CONTAINS,The CodeStructure domain contains Tool Class,hierarchical
r_381f1719,d_4e78317d,n_790dbfd8,CONTAINS,The CodeStructure domain contains DrawingController,hierarchical
r_4abfd566,d_4e78317d,n_fb15c53f,CONTAINS,The CodeStructure domain contains Viewer,hierarchical
r_f01f5579,d_4e78317d,n_fc7c28f4,CONTAINS,The CodeStructure domain contains ArrayCompositor,hierarchical
r_3b958592,d_4e78317d,n_6c3a6944,CONTAINS,The CodeStructure domain contains Node,hierarchical
r_1cece539,d_4e78317d,n_6a4234ce,CONTAINS,The CodeStructure domain contains NodeVisitor,hierarchical
r_ba8af842,d_4e78317d,n_a0c0407b,CONTAINS,The CodeStructure domain contains TypeCheckingVisitor,hierarchical
r_75744734,d_4e78317d,n_ad9637b6,CONTAINS,The CodeStructure domain contains AbstractClass,hierarchical
r_ea438eed,d_4e78317d,n_af224b41,CONTAINS,The CodeStructure domain contains ConcreteClass,hierarchical
r_f9df4390,d_4e78317d,n_0bad6e8a,CONTAINS,The CodeStructure domain contains Primitive Operations,hierarchical
r_4682f893,d_4e78317d,n_3da33a19,CONTAINS,The CodeStructure domain contains Node Class Hierarchy,hierarchical
r_54d4adcf,d_4e78317d,n_cb88c559,CONTAINS,The CodeStructure domain contains ConcreteElement,hierarchical
r_973c9088,d_4e78317d,n_dc4f6332,CONTAINS,The CodeStructure domain contains ConcreteVisitor,hierarchical
r_d8ebe511,d_4e78317d,n_e5e2bfbe,CONTAINS,The CodeStructure domain contains ObjectStructure,hierarchical
r_d0b9bbf9,d_4e78317d,n_0d973a9b,CONTAINS,The CodeStructure domain contains AssignmentNode,hierarchical
r_a7929099,d_4e78317d,n_4b1d5025,CONTAINS,The CodeStructure domain contains VariableRefNode,hierarchical
r_6f0faf69,d_4e78317d,n_e7552c43,CONTAINS,The CodeStructure domain contains Element Interface,hierarchical
r_0504f42e,d_4e78317d,n_9ccda2d5,CONTAINS,The CodeStructure domain contains Equipment,hierarchical
r_88eb8ecc,d_4e78317d,n_b92788a4,CONTAINS,The CodeStructure domain contains EquipmentVisitor,hierarchical
r_9b2e31a8,d_4e78317d,n_6380774d,CONTAINS,The CodeStructure domain contains PricingVisitor,hierarchical
r_63cda37d,d_4e78317d,n_51bdc8bf,CONTAINS,The CodeStructure domain contains Chassis,hierarchical
r_5823ad36,d_4e78317d,n_25a8f712,CONTAINS,The CodeStructure domain contains FloppyDisk,hierarchical
r_844982da,d_4e78317d,n_4e528452,CONTAINS,The CodeStructure domain contains abstract class,hierarchical
r_ea624d33,d_4e78317d,n_94b791f8,CONTAINS,The CodeStructure domain contains coupling,hierarchical
r_f9eb119d,d_4e78317d,n_3b474429,CONTAINS,The CodeStructure domain contains delegation,hierarchical
r_0b5c763b,d_4e78317d,n_cc2d54d6,CONTAINS,The CodeStructure domain contains Stack Interface,hierarchical
r_4bbeb5db,d_4e78317d,n_722ad2d0,CONTAINS,The CodeStructure domain contains Queue,hierarchical
r_4834554b,d_4e78317d,n_76a5a042,CONTAINS,The CodeStructure domain contains Abstract Queue Class,hierarchical
r_c78696bd,d_4e78317d,n_7f67f648,CONTAINS,The CodeStructure domain contains Class Hierarchy Design,hierarchical
r_f8ae89ad,d_4e78317d,n_681d72ab,CONTAINS,The CodeStructure domain contains Drawing,hierarchical
r_9cf91065,d_4e78317d,n_4bd9fb6f,CONTAINS,The CodeStructure domain contains CreationTool,hierarchical
r_ef4d4685,d_4e78317d,n_c1161e3c,CONTAINS,The CodeStructure domain contains Glyph hierarchy,hierarchical
r_04152c12,d_4e78317d,n_ad0ccf85,CONTAINS,The CodeStructure domain contains Concrete Class,hierarchical
r_7c6a4401,d_4e78317d,n_2d03c2d5,CONTAINS,The CodeStructure domain contains Draw,hierarchical
r_6264b495,d_4e78317d,n_ac2e45cb,CONTAINS,The CodeStructure domain contains Bounds,hierarchical
r_75c345c0,d_4e78317d,n_e88aac75,CONTAINS,The CodeStructure domain contains Intersects,hierarchical
r_93322d80,d_4e78317d,n_69f168a5,CONTAINS,The CodeStructure domain contains Compositor Interface,hierarchical
r_487d791d,d_4e78317d,n_4633cc41,CONTAINS,The CodeStructure domain contains Advanced Programming in the UNIX Environment,hierarchical
r_257fd286,d_4e78317d,n_0ddef0ab,CONTAINS,The CodeStructure domain contains createMazeFactory,hierarchical
r_cf2ee744,d_4e78317d,n_975e8216,CONTAINS,The CodeStructure domain contains Composite (Picture),hierarchical
r_a69e66c0,d_4e78317d,n_9b74072f,CONTAINS,The CodeStructure domain contains XWindow,hierarchical
r_3d79deba,d_4e78317d,n_a98f4ce4,CONTAINS,The CodeStructure domain contains PMWindow,hierarchical
r_a0036808,d_4e78317d,n_a41e90b9,CONTAINS,The CodeStructure domain contains Graphic Interface,hierarchical
r_421b0078,d_4e78317d,n_2baa7512,CONTAINS,The CodeStructure domain contains RealImage,hierarchical
r_1d800a5c,d_4e78317d,n_45242cd9,CONTAINS,The CodeStructure domain contains match: operation,hierarchical
r_4a8a7e6f,d_4e78317d,n_ea9fe6b4,CONTAINS,The CodeStructure domain contains Contexts,hierarchical
r_4bf2bb3a,d_4e78317d,n_26b397e0,CONTAINS,The CodeStructure domain contains State Transition Table,hierarchical
r_6f712214,d_4e78317d,n_13c9f426,CONTAINS,The CodeStructure domain contains Abstract Syntax Tree,hierarchical
r_a69db051,d_4e78317d,n_df03a770,CONTAINS,The CodeStructure domain contains CompositeElement,hierarchical
r_126d45f2,d_4e78317d,n_231afe47,CONTAINS,The CodeStructure domain contains Element,hierarchical
r_1b8866a7,d_4e78317d,n_30de7805,CONTAINS,The CodeStructure domain contains RepeatExpression,hierarchical
r_83e165cd,d_4e78317d,n_4a4f071e,CONTAINS,The CodeStructure domain contains EquipmentVisitor Class,hierarchical
r_0b65b6fa,d_4e78317d,n_d8fca78c,CONTAINS,The CodeStructure domain contains PricingVisitor Class,hierarchical
r_2c0ab4fa,d_4e78317d,n_8f7f920d,CONTAINS,The CodeStructure domain contains Chassis Class,hierarchical
r_d0ca9002,d_4e78317d,n_6dec896e,CONTAINS,The CodeStructure domain contains AnalogClock,hierarchical
r_db36646c,d_4e78317d,n_b2007d70,CONTAINS,The CodeStructure domain contains Package Cohesion Principles,hierarchical
r_5c3f3c0f,d_4e78317d,n_a3aefb59,CONTAINS,The CodeStructure domain contains Release Package,hierarchical
r_4c76987b,d_4e78317d,n_1a7fa39f,CONTAINS,The CodeStructure domain contains Service Class,hierarchical
r_5b75f0c4,d_4e78317d,n_9749bfb2,CONTAINS,The CodeStructure domain contains Client Specific Interfaces,hierarchical
r_16ef4c3c,d_4e78317d,n_0e5153f0,CONTAINS,The CodeStructure domain contains MessageManager,hierarchical
r_0826602c,d_4e78317d,n_f86d112a,CONTAINS,The CodeStructure domain contains BY Interface,hierarchical
r_c92c2498,d_4e78317d,n_c504e96a,CONTAINS,The CodeStructure domain contains Modem Interface,hierarchical
r_821b4931,d_4e78317d,n_7977ff11,CONTAINS,The CodeStructure domain contains LogOn Function,hierarchical
r_d40b472b,d_4e78317d,n_9e36d5fd,CONTAINS,The CodeStructure domain contains MusicSynthesizer,hierarchical
r_42042260,d_4e78317d,n_69dbafc2,CONTAINS,The CodeStructure domain contains ModemFactory Interface,hierarchical
r_ea5eddd3,d_4e78317d,n_a7504146,CONTAINS,The CodeStructure domain contains Observer Interface,hierarchical
r_55433882,d_4e78317d,n_6e44ea74,CONTAINS,The CodeStructure domain contains Module Balance,hierarchical
r_be44a8d1,d_4e78317d,n_345b3ea3,CONTAINS,The CodeStructure domain contains TemperatureSensor,hierarchical
r_6ce3253a,d_4e78317d,n_a2958566,CONTAINS,The CodeStructure domain contains Estimation Techniques,hierarchical
r_01876856,d_4e78317d,n_a5d083fb,CONTAINS,The CodeStructure domain contains Constraints,hierarchical
r_ecaa1304,d_4e78317d,n_e946f26e,CONTAINS,The CodeStructure domain contains Core Assets,hierarchical
r_bcc5bb07,d_4e78317d,n_3f4b4c5b,CONTAINS,The CodeStructure domain contains Testing Techniques,hierarchical
r_cf2ac189,d_4e78317d,n_e33eb2e7,CONTAINS,The CodeStructure domain contains Interface Management,hierarchical
r_41b45a11,d_4e78317d,n_ad7d0db8,CONTAINS,The CodeStructure domain contains Data Buffering Capability,hierarchical
r_cf852889,d_4e78317d,n_1e7c1df9,CONTAINS,The CodeStructure domain contains Test Documentation,hierarchical
r_4aa01670,d_4e78317d,n_1a9a4978,CONTAINS,The CodeStructure domain contains Automated Tests,hierarchical
r_4047b861,d_4e78317d,n_4e4dc6f0,CONTAINS,The CodeStructure domain contains Public Interfaces,hierarchical
r_5947c84f,d_4e78317d,n_11547515,CONTAINS,The CodeStructure domain contains Module Cohesion,hierarchical
r_b1157381,d_4e78317d,n_b7528c4d,CONTAINS,The CodeStructure domain contains FilePathCacheKey,hierarchical
r_823c92c2,d_4e78317d,n_2619f6bc,CONTAINS,The CodeStructure domain contains IProduct,hierarchical
r_6b431a91,d_4e78317d,n_e55723ba,CONTAINS,The CodeStructure domain contains IBook,hierarchical
r_bb8c22ed,d_4e78317d,n_692ff08a,CONTAINS,The CodeStructure domain contains IMovie,hierarchical
r_f856f5e3,d_4e78317d,n_2b1f94ef,CONTAINS,The CodeStructure domain contains Book,hierarchical
r_d2a2c963,d_4e78317d,n_1526e0ac,CONTAINS,The CodeStructure domain contains Movie,hierarchical
r_ca173408,d_4e78317d,n_30954d90,CONTAINS,The CodeStructure domain contains Circle,hierarchical
r_6b0b4283,d_4e78317d,n_6ea5359e,CONTAINS,The CodeStructure domain contains Canvas,hierarchical
r_b2d63966,d_4e78317d,n_99e186b7,CONTAINS,The CodeStructure domain contains Presentation Tier,hierarchical
r_892e56b0,d_4e78317d,n_254a5f37,CONTAINS,The CodeStructure domain contains Data Layer,hierarchical
r_3b345037,d_4e78317d,n_9079c65b,CONTAINS,The CodeStructure domain contains Open Layer,hierarchical
r_7db64a93,d_4e78317d,n_c0812627,CONTAINS,The CodeStructure domain contains Thick Client,hierarchical
r_94dc9fdd,d_4e78317d,n_6864c06f,CONTAINS,The CodeStructure domain contains Thin Client,hierarchical
r_e6e391b0,d_4e78317d,n_180b229d,CONTAINS,The CodeStructure domain contains Build Process,hierarchical
r_e855c18f,d_4e78317d,n_852184d5,CONTAINS,The CodeStructure domain contains Event Processor,hierarchical
r_2662ae47,d_4e78317d,n_4351cfeb,CONTAINS,The CodeStructure domain contains View,hierarchical
r_4e1df90e,d_4e78317d,n_a559b870,CONTAINS,The CodeStructure domain contains Model,hierarchical
r_1a334a1d,d_4e78317d,n_a7681566,CONTAINS,The CodeStructure domain contains Service Description Documents,hierarchical
