id:ID,:START_ID,:END_ID,:TYPE,description,relationship_type,strength,confidence
r_3f97b6ab,d_c2c7b480,n_493619d0,CONTAINS,The QualityAttribute domain contains the concept 'Object-oriented Design Measures',hierarchical,strong,
r_4faa1ae9,d_c2c7b480,n_52b8ffce,CONTAINS,The QualityAttribute domain contains the concept 'Verification',hierarchical,strong,
r_ff3c375b,d_c2c7b480,n_8922c62c,CONTAINS,The QualityAttribute domain contains the concept 'Certification',hierarchical,strong,
r_dfc9fde8,d_c2c7b480,n_dc35c1e1,CONTAINS,The QualityAttribute domain contains the concept 'Errors and Exception Handling',hierarchical,strong,
r_9fee45ba,d_c2c7b480,n_66b50584,CONTAINS,The QualityAttribute domain contains the concept 'Integration and Interoperability',hierarchical,strong,
r_d912d86a,d_c2c7b480,n_13d174d3,CONTAINS,"The QualityAttribute domain contains the concept 'Assurance, Security and Safety'",hierarchical,strong,
r_f417c3c1,d_c2c7b480,n_a0efc29c,CONTAINS,The QualityAttribute domain contains the concept 'Code Complexity Measurement',hierarchical,strong,
r_9197c7de,d_c2c7b480,n_6bcb684b,CONTAINS,The QualityAttribute domain contains the concept 'Performance Analysis',hierarchical,strong,
r_f5fbe411,d_c2c7b480,n_90cb595e,CONTAINS,The QualityAttribute domain contains the concept 'Profiling Tools',hierarchical,strong,
r_1ff57dd4,d_c2c7b480,n_0e2f0f77,CONTAINS,The QualityAttribute domain contains the concept 'Performance Testing',hierarchical,strong,
r_8c003201,d_c2c7b480,n_686bd25b,CONTAINS,The QualityAttribute domain contains the concept 'Load Testing',hierarchical,strong,
r_9c45a114,d_c2c7b480,n_6851c760,CONTAINS,The QualityAttribute domain contains the concept 'Volume Testing',hierarchical,strong,
r_c93caf25,d_c2c7b480,n_0f36a0e1,CONTAINS,The QualityAttribute domain contains the concept 'Failover Testing',hierarchical,strong,
r_9aa07576,d_c2c7b480,n_434e74ad,CONTAINS,The QualityAttribute domain contains the concept 'Compatibility Testing',hierarchical,strong,
r_88eb4d9d,d_c2c7b480,n_068508d0,CONTAINS,The QualityAttribute domain contains the concept 'Reliability Testing',hierarchical,strong,
r_a8c7d277,d_c2c7b480,n_a4abba13,CONTAINS,The QualityAttribute domain contains the concept 'Functional Testing',hierarchical,strong,
r_2711e7da,d_c2c7b480,n_69526849,CONTAINS,The QualityAttribute domain contains the concept 'Test Reusability',hierarchical,strong,
r_afbe8778,d_c2c7b480,n_22fc7838,CONTAINS,The QualityAttribute domain contains the concept 'Extensible Software',hierarchical,strong,
r_d3c5a1e5,d_c2c7b480,n_45ee5ea9,CONTAINS,The QualityAttribute domain contains the concept 'Service Level Agreement',hierarchical,strong,
r_550e3d5f,d_c2c7b480,n_f6c94cd4,CONTAINS,The QualityAttribute domain contains the concept 'Rollback Strategy',hierarchical,strong,
r_1485321b,d_c2c7b480,n_f3723f30,CONTAINS,The QualityAttribute domain contains the concept 'Incident Management',hierarchical,strong,
r_6153cb02,d_c2c7b480,n_613157fd,CONTAINS,The QualityAttribute domain contains the concept 'Code Complexity',hierarchical,strong,
r_8b74cfad,d_c2c7b480,n_3dac5cd5,CONTAINS,The QualityAttribute domain contains the concept 'Code Quality',hierarchical,strong,
r_3ef17752,d_c2c7b480,n_02e34778,CONTAINS,The QualityAttribute domain contains the concept 'Security Improvement',hierarchical,strong,
r_7a4c5485,d_c2c7b480,n_ffc5ea84,CONTAINS,The QualityAttribute domain contains the concept 'Configuration Audits',hierarchical,strong,
r_0c189643,d_c2c7b480,n_1b749f44,CONTAINS,The QualityAttribute domain contains the concept 'Verification and Validation (V&V)',hierarchical,strong,
r_42f613c8,d_c2c7b480,n_a57691e3,CONTAINS,The QualityAttribute domain contains the concept 'Static Analysis Techniques',hierarchical,strong,
r_1b63260e,d_c2c7b480,n_5299b2a6,CONTAINS,The QualityAttribute domain contains the concept 'Dynamic Analysis Techniques',hierarchical,strong,
r_6068dbbf,d_c2c7b480,n_f4672a9e,CONTAINS,The QualityAttribute domain contains the concept 'Formal Analysis Techniques',hierarchical,strong,
r_72d39c83,d_c2c7b480,n_ce4da88d,CONTAINS,The QualityAttribute domain contains the concept 'Failure Rate',hierarchical,strong,
r_459ba9f2,d_c2c7b480,n_6727128c,CONTAINS,The QualityAttribute domain contains the concept 'Security Requirements Engineering',hierarchical,strong,
r_884b737d,d_c2c7b480,n_f1d29150,CONTAINS,"The QualityAttribute domain contains the concept 'Confidentiality, Integrity, Availability'",hierarchical,strong,
r_0e1b6694,d_c2c7b480,n_2193b226,CONTAINS,The QualityAttribute domain contains the concept 'Security for Machine Learning-Based Application',hierarchical,strong,
r_9b77ae08,d_c2c7b480,n_41e9c1de,CONTAINS,The QualityAttribute domain contains the concept 'Vulnerability Management',hierarchical,strong,
r_5b4ace3d,d_c2c7b480,n_b07cc280,CONTAINS,The QualityAttribute domain contains the concept 'Validity',hierarchical,strong,
r_dd7c12ae,d_c2c7b480,n_92b31f34,CONTAINS,The QualityAttribute domain contains the concept 'ISO/IEC 27000',hierarchical,strong,
r_40b9dff7,d_c2c7b480,n_2c972687,CONTAINS,The QualityAttribute domain contains the concept 'ISO/IEC 25010',hierarchical,strong,
r_21d964f8,d_c2c7b480,n_36768915,CONTAINS,The QualityAttribute domain contains the concept 'High-Priority Requirements',hierarchical,strong,
r_09dddf4d,d_c2c7b480,n_ab0eda6b,CONTAINS,The QualityAttribute domain contains the concept 'System Controls',hierarchical,strong,
r_62bf2094,d_c2c7b480,n_d48a346a,CONTAINS,The QualityAttribute domain contains the concept 'FURPS+ Model',hierarchical,strong,
r_1a3c1fcc,d_c2c7b480,n_383eb671,CONTAINS,The QualityAttribute domain contains the concept 'Security Methods and Controls',hierarchical,strong,
r_3879b41f,d_c2c7b480,n_05c00656,CONTAINS,The QualityAttribute domain contains the concept 'Security Controls',hierarchical,strong,
r_aec679a3,d_c2c7b480,n_a98b91f7,CONTAINS,The QualityAttribute domain contains the concept 'Data Integrity Controls',hierarchical,strong,
r_ee28772d,d_c2c7b480,n_a578c226,CONTAINS,The QualityAttribute domain contains the concept 'Data Encryption',hierarchical,strong,
r_395af0d2,d_c2c7b480,n_4a672db3,CONTAINS,The QualityAttribute domain contains the concept 'Identity Management',hierarchical,strong,
r_1a62c932,d_c2c7b480,n_824ae337,CONTAINS,The QualityAttribute domain contains the concept 'Access Controls',hierarchical,strong,
r_03419148,d_c2c7b480,n_0cd2f07f,CONTAINS,The QualityAttribute domain contains the concept 'System-Specific Controls',hierarchical,strong,
r_787cdf16,d_c2c7b480,n_3b18d67c,CONTAINS,The QualityAttribute domain contains the concept 'Remote Wipe',hierarchical,strong,
r_33c1d0d1,d_c2c7b480,n_a4569962,CONTAINS,The QualityAttribute domain contains the concept 'Data in Transit Protection',hierarchical,strong,
r_86d95324,d_c2c7b480,n_63d5cc0a,CONTAINS,The QualityAttribute domain contains the concept 'Stable Operating Environment',hierarchical,strong,
r_158c1a7a,d_c2c7b480,n_6ebbd7e9,CONTAINS,The QualityAttribute domain contains the concept 'Data Security',hierarchical,strong,
r_24943117,d_c2c7b480,n_ba072e7e,CONTAINS,The QualityAttribute domain contains the concept 'Data Transmission Security',hierarchical,strong,
r_3e39e09d,d_c2c7b480,n_025980df,CONTAINS,The QualityAttribute domain contains the concept 'access control',hierarchical,strong,
r_e01bb214,d_c2c7b480,n_6fa691d2,CONTAINS,The QualityAttribute domain contains the concept 'authentication',hierarchical,strong,
r_114650bd,d_c2c7b480,n_fa288341,CONTAINS,The QualityAttribute domain contains the concept 'integrity controls',hierarchical,strong,
r_e1b232e4,d_c2c7b480,n_30e626e5,CONTAINS,The QualityAttribute domain contains the concept 'Integration Challenges',hierarchical,strong,
r_701c5a82,d_c2c7b480,n_50f781c6,CONTAINS,The QualityAttribute domain contains the concept 'Client-Server Communication',hierarchical,strong,
r_1a20912a,d_c2c7b480,n_eeb3af8a,CONTAINS,The QualityAttribute domain contains the concept 'Service Continuity',hierarchical,strong,
r_8ad9bca0,d_c2c7b480,n_4169b705,CONTAINS,The QualityAttribute domain contains the concept 'Security Protocols',hierarchical,strong,
r_973fd537,d_c2c7b480,n_53c95c44,CONTAINS,The QualityAttribute domain contains the concept 'Digital Signature',hierarchical,strong,
r_aa25498c,d_c2c7b480,n_6c3e226b,CONTAINS,The QualityAttribute domain contains the concept 'NULL',hierarchical,strong,
r_abdbec68,d_c2c7b480,n_0370e0e1,CONTAINS,The QualityAttribute domain contains the concept 'security controls',hierarchical,strong,
r_50deaa24,d_c2c7b480,n_42f77c1d,CONTAINS,The QualityAttribute domain contains the concept 'data validation controls',hierarchical,strong,
r_4a24ebe1,d_c2c7b480,n_eef6f023,CONTAINS,The QualityAttribute domain contains the concept 'transaction logging',hierarchical,strong,
r_6566c1f2,d_c2c7b480,n_2f88452a,CONTAINS,The QualityAttribute domain contains the concept 'User Acceptance Testing (UAT)',hierarchical,strong,
r_1b3e802d,d_c2c7b480,n_9c014c04,CONTAINS,The QualityAttribute domain contains the concept 'Security Implications',hierarchical,strong,
r_630b105c,d_c2c7b480,n_bd04a65b,CONTAINS,The QualityAttribute domain contains the concept 'Security by Design',hierarchical,strong,
r_96fd33a6,d_c2c7b480,n_3905fc5b,CONTAINS,The QualityAttribute domain contains the concept 'Security Risks of Named Pipe',hierarchical,strong,
r_92aa8ee7,d_c2c7b480,n_30df2d1b,CONTAINS,The QualityAttribute domain contains the concept 'Security Benefits of Module Loading',hierarchical,strong,
r_f05cd899,d_c2c7b480,n_d7c06cc6,CONTAINS,The QualityAttribute domain contains the concept 'Memory Footprint Reduction',hierarchical,strong,
r_32445e57,d_c2c7b480,n_b041b02b,CONTAINS,The QualityAttribute domain contains the concept 'Backwards Compatibility',hierarchical,strong,
r_cbdf0e1c,d_c2c7b480,n_56edaa51,CONTAINS,The QualityAttribute domain contains the concept 'Posix Standard Compliance',hierarchical,strong,
r_b06ea21b,d_c2c7b480,n_075cf300,CONTAINS,The QualityAttribute domain contains the concept 'Performance Optimization via Buffer Pool',hierarchical,strong,
r_0c7e942e,d_c2c7b480,n_0ea7b1f3,CONTAINS,The QualityAttribute domain contains the concept 'Resource Coordination',hierarchical,strong,
r_a04cf629,d_c2c7b480,n_5e102a4c,CONTAINS,The QualityAttribute domain contains the concept 'Stable API',hierarchical,strong,
r_a5a5d30c,d_c2c7b480,n_7e6dd76c,CONTAINS,The QualityAttribute domain contains the concept 'Rate Limiting Feature',hierarchical,strong,
r_cfe4691b,d_c2c7b480,n_0f326c73,CONTAINS,The QualityAttribute domain contains the concept 'I/O Latency',hierarchical,strong,
r_cbc22891,d_c2c7b480,n_11427fa3,CONTAINS,The QualityAttribute domain contains the concept 'Caching Mechanism',hierarchical,strong,
r_cdd27946,d_c2c7b480,n_995ee87e,CONTAINS,The QualityAttribute domain contains the concept 'Replication Factor',hierarchical,strong,
r_ce4077f1,d_c2c7b480,n_3678b89c,CONTAINS,The QualityAttribute domain contains the concept 'Aggregate Read Bandwidth',hierarchical,strong,
r_8620eef6,d_c2c7b480,n_7c441624,CONTAINS,The QualityAttribute domain contains the concept 'Test Case Reduction',hierarchical,strong,
r_9b4c536a,d_c2c7b480,n_27883730,CONTAINS,The QualityAttribute domain contains the concept 'SHA1 Hash',hierarchical,strong,
r_dda88bed,d_c2c7b480,n_b8a5722b,CONTAINS,The QualityAttribute domain contains the concept 'SSH Authentication Details',hierarchical,strong,
r_250402bf,d_c2c7b480,n_ca83c2c1,CONTAINS,The QualityAttribute domain contains the concept 'Single Installation Format',hierarchical,strong,
r_c75fcdab,d_c2c7b480,n_9505247c,CONTAINS,The QualityAttribute domain contains the concept 'High-Availability',hierarchical,strong,
r_6e6cdd5e,d_c2c7b480,n_5cdb7393,CONTAINS,The QualityAttribute domain contains the concept 'Linear Scalability',hierarchical,strong,
r_5b2e6df8,d_c2c7b480,n_8892d3fe,CONTAINS,The QualityAttribute domain contains the concept 'Security Sandbox',hierarchical,strong,
r_55411d6e,d_c2c7b480,n_8e89e338,CONTAINS,The QualityAttribute domain contains the concept 'TLS and DKIM Signing',hierarchical,strong,
r_29d3dac9,d_c2c7b480,n_3c374bc3,CONTAINS,The QualityAttribute domain contains the concept 'Security Issues',hierarchical,strong,
r_b2bbbeac,d_c2c7b480,n_6d1e9821,CONTAINS,The QualityAttribute domain contains the concept 'Deferred Maintenance',hierarchical,strong,
r_1de4e84e,d_c2c7b480,n_4cd930c2,CONTAINS,The QualityAttribute domain contains the concept 'TLS Encryption',hierarchical,strong,
r_06ad5b70,d_c2c7b480,n_7d6482bb,CONTAINS,The QualityAttribute domain contains the concept 'Performance Degradation',hierarchical,strong,
r_f434580f,d_c2c7b480,n_26da10f3,CONTAINS,The QualityAttribute domain contains the concept 'SMTP Pipelining',hierarchical,strong,
r_69a709cc,d_c2c7b480,n_56b53e08,CONTAINS,The QualityAttribute domain contains the concept 'Access Tables',hierarchical,strong,
r_4ab7cb86,d_c2c7b480,n_f34cacd0,CONTAINS,The QualityAttribute domain contains the concept 'Denial-of-Service Protection',hierarchical,strong,
r_3a839ff1,d_c2c7b480,n_3fda52b0,CONTAINS,The QualityAttribute domain contains the concept 'textvalueformat',hierarchical,strong,
r_bf1d91ce,d_c2c7b480,n_c9239ae2,CONTAINS,The QualityAttribute domain contains the concept 'Ease of Development',hierarchical,strong,
r_5ddd72cb,d_c2c7b480,n_26e69470,CONTAINS,The QualityAttribute domain contains the concept 'Language Independence',hierarchical,strong,
r_92afbef1,d_c2c7b480,n_5dc7de20,CONTAINS,The QualityAttribute domain contains the concept 'Interface Independence',hierarchical,strong,
r_04cc8947,d_c2c7b480,n_08f29231,CONTAINS,The QualityAttribute domain contains the concept 'Flexibility and Extensibility',hierarchical,strong,
r_be99f103,d_c2c7b480,n_f2465a1d,CONTAINS,The QualityAttribute domain contains the concept 'SHADOW_COLOR',hierarchical,strong,
r_68c02d83,d_c2c7b480,n_dfe212e2,CONTAINS,The QualityAttribute domain contains the concept 'SHADOW_GAP',hierarchical,strong,
r_744ee445,d_c2c7b480,n_affda4b6,CONTAINS,The QualityAttribute domain contains the concept 'High-Performance Computing Environment',hierarchical,strong,
r_ab092f27,d_c2c7b480,n_84529d17,CONTAINS,The QualityAttribute domain contains the concept 'Automatic Translation Mechanism',hierarchical,strong,
r_c1d9c9a4,d_c2c7b480,n_84a9dbdb,CONTAINS,The QualityAttribute domain contains the concept 'Reference Counting',hierarchical,strong,
r_d96925cc,d_c2c7b480,n_a1c7171d,CONTAINS,The QualityAttribute domain contains the concept 'High Performance Computing (HPC)',hierarchical,strong,
r_52fb943c,d_c2c7b480,n_a8c50b86,CONTAINS,The QualityAttribute domain contains the concept 'Embedded Software Engineering',hierarchical,strong,
r_adf25b69,d_c2c7b480,n_24dfdfec,CONTAINS,The QualityAttribute domain contains the concept 'Concurrent Processing',hierarchical,strong,
r_12f66922,d_c2c7b480,n_1f749b80,CONTAINS,The QualityAttribute domain contains the concept 'ABI Compatibility',hierarchical,strong,
r_2776e00a,d_c2c7b480,n_c6f0009a,CONTAINS,The QualityAttribute domain contains the concept 'Portability Needs',hierarchical,strong,
r_0b980f76,d_c2c7b480,n_93c8e79d,CONTAINS,The QualityAttribute domain contains the concept 'Low Memory Footprint',hierarchical,strong,
r_cf8dddd5,d_c2c7b480,n_e9ac5acd,CONTAINS,The QualityAttribute domain contains the concept 'Low CPU Usage',hierarchical,strong,
r_93eedf93,d_c2c7b480,n_d9197629,CONTAINS,The QualityAttribute domain contains the concept 'Poor Extensibility',hierarchical,strong,
r_00323f9f,d_c2c7b480,n_a9ffd993,CONTAINS,The QualityAttribute domain contains the concept 'Mismatch in Protocol Design',hierarchical,strong,
r_e1b0970a,d_c2c7b480,n_944aa900,CONTAINS,The QualityAttribute domain contains the concept 'Native Image Generation (NGEN)',hierarchical,strong,
r_ef377f08,d_c2c7b480,n_374424d3,CONTAINS,The QualityAttribute domain contains the concept 'Parallelism',hierarchical,strong,
r_9781109a,d_c2c7b480,n_2e6330c8,CONTAINS,The QualityAttribute domain contains the concept 'Pipelining',hierarchical,strong,
r_9c4061dc,d_c2c7b480,n_b0f82669,CONTAINS,The QualityAttribute domain contains the concept 'Spaghetti Code',hierarchical,strong,
r_bb0c192c,d_c2c7b480,n_16fbe248,CONTAINS,The QualityAttribute domain contains the concept 'JavaScript Flexibility',hierarchical,strong,
r_a5c4df55,d_c2c7b480,n_6f2b69da,CONTAINS,The QualityAttribute domain contains the concept 'unit tests',hierarchical,strong,
r_1c8c55e4,d_c2c7b480,n_81037090,CONTAINS,The QualityAttribute domain contains the concept 'PONG Benchmark',hierarchical,strong,
r_3a3cd967,d_c2c7b480,n_a7d33578,CONTAINS,The QualityAttribute domain contains the concept 'BitBake DataSmart Copy-on-Write Data Storage',hierarchical,strong,
r_30e2322a,d_6240acfb,n_a2b1dc3f,CONTAINS,The ArchPattern domain contains the concept 'Modular Design',hierarchical,strong,
r_fc14e824,d_6240acfb,n_f41ec7ca,CONTAINS,The ArchPattern domain contains the concept 'Waterfall Model',hierarchical,strong,
r_e592f7b0,d_6240acfb,n_fc05f27a,CONTAINS,The ArchPattern domain contains the concept 'Agile Development',hierarchical,strong,
r_d0f4ff2f,d_6240acfb,n_b8081f21,CONTAINS,The ArchPattern domain contains the concept 'Java I/O Library',hierarchical,strong,
r_489e9390,d_6240acfb,n_aa18abed,CONTAINS,The ArchPattern domain contains the concept 'Fault Tolerance',hierarchical,strong,
r_2fdeb940,d_6240acfb,n_5c0f3bfc,CONTAINS,The ArchPattern domain contains the concept 'Event-Driven Programming',hierarchical,strong,
r_4ca4512a,d_6240acfb,n_20d9bc36,CONTAINS,The ArchPattern domain contains the concept 'Shared-Nothing Architecture',hierarchical,strong,
r_89bbca17,d_6240acfb,n_50382c11,CONTAINS,The ArchPattern domain contains the concept 'Load Balancer',hierarchical,strong,
r_34930fd3,d_6240acfb,n_2ba8871a,CONTAINS,The ArchPattern domain contains the concept 'Service-Oriented Architecture',hierarchical,strong,
r_96e0e003,d_6240acfb,n_62a19a95,CONTAINS,The ArchPattern domain contains the concept 'Tagging Process',hierarchical,strong,
r_4680c515,d_6240acfb,n_2b3fafb7,CONTAINS,The ArchPattern domain contains the concept 'Continuous Integration System',hierarchical,strong,
r_07b3edac,d_6240acfb,n_393fea3f,CONTAINS,The ArchPattern domain contains the concept 'Client-Server Architecture',hierarchical,strong,
r_b0782151,d_6240acfb,n_f706d516,CONTAINS,The ArchPattern domain contains the concept 'Scalable Web Architecture',hierarchical,strong,
r_603d7434,d_6240acfb,n_a0c1a4eb,CONTAINS,The ArchPattern domain contains the concept 'Distributed Systems',hierarchical,strong,
r_b3431192,d_6240acfb,n_6a15c064,CONTAINS,The ArchPattern domain contains the concept 'Object-Based Design',hierarchical,strong,
r_3744e5dc,d_6240acfb,n_4be86df9,CONTAINS,The ArchPattern domain contains the concept 'GNU Operating System',hierarchical,strong,
r_e26a3c12,d_6240acfb,n_8612b380,CONTAINS,The ArchPattern domain contains the concept 'GDBserver',hierarchical,strong,
r_c7e41212,d_6240acfb,n_8a46347d,CONTAINS,The ArchPattern domain contains the concept 'Modular Architecture',hierarchical,strong,
r_33066dd1,d_6240acfb,n_e615193b,CONTAINS,The ArchPattern domain contains the concept 'Directed Acyclic Graph (DAG)',hierarchical,strong,
r_58ddd00e,d_6240acfb,n_272bbad7,CONTAINS,The ArchPattern domain contains the concept 'Layered Architecture',hierarchical,strong,
r_8f512239,d_6240acfb,n_0ef54013,CONTAINS,The ArchPattern domain contains the concept 'Dynamic Language Runtime (DLR)',hierarchical,strong,
r_f7abe045,d_6240acfb,n_3a88bd4b,CONTAINS,The ArchPattern domain contains the concept 'Mailman 3',hierarchical,strong,
r_42768207,d_6240acfb,n_aba3d4b4,CONTAINS,The ArchPattern domain contains the concept 'REST API',hierarchical,strong,
r_a321e373,d_6240acfb,n_8ca5f322,CONTAINS,The ArchPattern domain contains the concept 'GPU Computation Framework',hierarchical,strong,
r_fe112231,d_6240acfb,n_788f9b02,CONTAINS,The ArchPattern domain contains the concept 'Pull Pipeline',hierarchical,strong,
r_17a85a00,d_6240acfb,n_6ffd1c96,CONTAINS,The ArchPattern domain contains the concept 'Mailman Architecture',hierarchical,strong,
r_01a2a08e,d_6240acfb,n_9b783f39,CONTAINS,The ArchPattern domain contains the concept 'Artist Layer',hierarchical,strong,
r_63c9c37e,d_6240acfb,n_19ad1437,CONTAINS,The ArchPattern domain contains the concept 'Database-Driven Application',hierarchical,strong,
r_f91e8923,d_6240acfb,n_f2f5660c,CONTAINS,The ArchPattern domain contains the concept 'Backend Layer',hierarchical,strong,
r_b209669e,d_6240acfb,n_63ac4ce4,CONTAINS,The ArchPattern domain contains the concept 'Caching Infrastructure',hierarchical,strong,
r_278fc786,d_6240acfb,n_88788d3d,CONTAINS,The ArchPattern domain contains the concept 'Load Balancing',hierarchical,strong,
r_9629c61b,d_6240acfb,n_96ced7b0,CONTAINS,The ArchPattern domain contains the concept 'Moodle Plugin System',hierarchical,strong,
r_05c1322b,d_6240acfb,n_e69cfb57,CONTAINS,The ArchPattern domain contains the concept 'Worker Model',hierarchical,strong,
r_ec4f0b37,d_6240acfb,n_b510078d,CONTAINS,The ArchPattern domain contains the concept 'Hierarchical Caching',hierarchical,strong,
r_3047d5b7,d_6240acfb,n_6b8dab45,CONTAINS,The ArchPattern domain contains the concept 'Message Passing Interface (MPI)',hierarchical,strong,
r_12a4193b,d_6240acfb,n_faa64c00,CONTAINS,The ArchPattern domain contains the concept 'Open MPI',hierarchical,strong,
r_7f45af05,d_6240acfb,n_d06cb897,CONTAINS,The ArchPattern domain contains the concept 'BTL Framework',hierarchical,strong,
r_540e2658,d_6240acfb,n_1357d40e,CONTAINS,The ArchPattern domain contains the concept 'Open Portable Access Layer (OPAL)',hierarchical,strong,
r_65ddfc2f,d_6240acfb,n_0dc1bcac,CONTAINS,The ArchPattern domain contains the concept 'Open MPI Run-Time Environment (ORTE)',hierarchical,strong,
r_69042a80,d_6240acfb,n_f83a86e5,CONTAINS,The ArchPattern domain contains the concept 'Open MPI (OMPI)',hierarchical,strong,
r_64e5bea1,d_6240acfb,n_5b125ac3,CONTAINS,The ArchPattern domain contains the concept 'Static Library',hierarchical,strong,
r_3033beb2,d_6240acfb,n_1bc600cd,CONTAINS,The ArchPattern domain contains the concept 'Resource Abstraction Layer',hierarchical,strong,
r_4f072243,d_6240acfb,n_17f39fc6,CONTAINS,The ArchPattern domain contains the concept 'Client/Server Architecture',hierarchical,strong,
r_975885b5,d_6240acfb,n_f206a4c9,CONTAINS,The ArchPattern domain contains the concept 'Serverless Mode',hierarchical,strong,
r_e0cfffad,d_6240acfb,n_5ecfbc84,CONTAINS,The ArchPattern domain contains the concept 'Indirector',hierarchical,strong,
r_fd04d9b3,d_6240acfb,n_3368f82b,CONTAINS,The ArchPattern domain contains the concept 'PyPy Architecture',hierarchical,strong,
r_25e826db,d_6240acfb,n_e840eeed,CONTAINS,The ArchPattern domain contains the concept 'JIT Compilation',hierarchical,strong,
r_68ac7175,d_6240acfb,n_90da7581,CONTAINS,The ArchPattern domain contains the concept 'Plugin Framework',hierarchical,strong,
r_5a31a35e,d_6240acfb,n_95c0fb2c,CONTAINS,The ArchPattern domain contains the concept 'Event-Driven Model',hierarchical,strong,
r_ce3b0039,d_6240acfb,n_2751d8a4,CONTAINS,The ArchPattern domain contains the concept 'Mapper',hierarchical,strong,
r_bcc45c40,d_6240acfb,n_6f81a0b0,CONTAINS,The ArchPattern domain contains the concept 'Twisted Networking Engine',hierarchical,strong,
r_974967c4,d_6240acfb,n_2dd7235d,CONTAINS,The ArchPattern domain contains the concept 'Component-Based Approach',hierarchical,strong,
r_de8341dd,d_6240acfb,n_dac03ba2,CONTAINS,The ArchPattern domain contains the concept 'Event-Driven Architecture',hierarchical,strong,
r_6a6ddceb,d_6240acfb,n_e765af38,CONTAINS,The ArchPattern domain contains the concept 'Web Application Interface',hierarchical,strong,
r_ce378104,d_6240acfb,n_1cd36bc4,CONTAINS,The ArchPattern domain contains the concept 'TCPServer',hierarchical,strong,
r_cbec2272,d_6240acfb,n_082af4d2,CONTAINS,The ArchPattern domain contains the concept 'twistd',hierarchical,strong,
r_36763865,d_6240acfb,n_e8b1aa31,CONTAINS,The ArchPattern domain contains the concept 'Model-View-Controller (MVC)',hierarchical,strong,
r_884c2607,d_6240acfb,n_b55a82ee,CONTAINS,The ArchPattern domain contains the concept 'Yesod',hierarchical,strong,
r_213fd35e,d_6240acfb,n_c2ec0194,CONTAINS,The ArchPattern domain contains the concept 'BitBake Parser',hierarchical,strong,
r_e55ca030,d_6240acfb,n_567588fe,CONTAINS,The ArchPattern domain contains the concept 'Distributed Architecture',hierarchical,strong,
r_5340081b,d_6240acfb,n_c81463cd,CONTAINS,The ArchPattern domain contains the concept 'Actor Model',hierarchical,strong,
r_3327fc1a,d_6240acfb,n_c82b03eb,CONTAINS,The ArchPattern domain contains the concept 'ØMQ Messaging Patterns',hierarchical,strong,
r_d4585359,d_6240acfb,n_e35a423e,CONTAINS,The ArchPattern domain contains the concept 'Transport Layer',hierarchical,strong,
r_d286616d,d_6240acfb,n_b8c0e5c6,CONTAINS,The ArchPattern domain contains the concept 'SaaS-based Architecture',hierarchical,strong,
r_689f6d47,d_6240acfb,n_ac9cb84b,CONTAINS,The ArchPattern domain contains the concept 'Hexagonal Architecture',hierarchical,strong,
r_ee28f931,d_6240acfb,n_f7f1401f,CONTAINS,The ArchPattern domain contains the concept 'NoSQL Storage',hierarchical,strong,
r_3ece5ff2,d_6240acfb,n_4406b6cc,CONTAINS,The ArchPattern domain contains the concept 'Event Store',hierarchical,strong,
r_aa04905e,d_6240acfb,n_b6a459f5,CONTAINS,The ArchPattern domain contains the concept 'Layers Architecture',hierarchical,strong,
r_71b6f328,d_6240acfb,n_7ca67a2c,CONTAINS,The ArchPattern domain contains the concept 'Responsibility Layers',hierarchical,strong,
r_dd5cec14,d_6240acfb,n_50780f47,CONTAINS,The ArchPattern domain contains the concept 'REST',hierarchical,strong,
r_2133f5d3,d_6240acfb,n_2e57808f,CONTAINS,The ArchPattern domain contains the concept 'Client-Server',hierarchical,strong,
r_f5d8cfae,d_6240acfb,n_6d06221f,CONTAINS,The ArchPattern domain contains the concept 'Distributed Objects',hierarchical,strong,
r_017d825a,d_6240acfb,n_987a1ed3,CONTAINS,The ArchPattern domain contains the concept 'Service-Oriented Architecture (SOA)',hierarchical,strong,
r_c4b8e40e,d_6240acfb,n_d0d2570c,CONTAINS,The ArchPattern domain contains the concept 'Long-Running Process (Saga)',hierarchical,strong,
r_96a3fae2,d_6240acfb,n_d3cd653f,CONTAINS,The ArchPattern domain contains the concept 'Pipes and Filters',hierarchical,strong,
r_7af11c64,d_6240acfb,n_7b6b05ca,CONTAINS,The ArchPattern domain contains the concept 'CQRS (Command-Query Responsibility Segregation)',hierarchical,strong,
r_5a3501a7,d_6240acfb,n_de1f9e03,CONTAINS,The ArchPattern domain contains the concept 'Data Fabric',hierarchical,strong,
r_2fbc7b92,d_6240acfb,n_db0234d5,CONTAINS,The ArchPattern domain contains the concept 'NoSQL Database',hierarchical,strong,
r_3f15cbb4,d_6240acfb,n_beb38656,CONTAINS,The ArchPattern domain contains the concept 'Autonomous Services',hierarchical,strong,
r_b54e45d1,d_6240acfb,n_35c599f0,CONTAINS,The ArchPattern domain contains the concept 'RESTful Resources',hierarchical,strong,
r_0631ceaf,d_6240acfb,n_7c2b50e8,CONTAINS,The ArchPattern domain contains the concept 'Messaging Infrastructure',hierarchical,strong,
r_dda68fdd,d_6240acfb,n_59ccbc2c,CONTAINS,The ArchPattern domain contains the concept 'Component Container',hierarchical,strong,
r_5044ac5b,d_6240acfb,n_081e3e49,CONTAINS,The ArchPattern domain contains the concept 'SaaS Application',hierarchical,strong,
